"Story","Title","Result","Date","Stability","Duration (s)"
"Compra de articulos en la pagina de alkomprar","Ingreso a la pagina de alkomprar y agregar un producto al carrito de compras","SUCCESS","2019-08-13T15:39:36.327-05:00[America/Bogota]","0.0","47.87"
